segment_id,route_segment,corridor,is_tent,daily_bev_traffic_2027,seasonal_multiplier,n_chargers_det,n_chargers_abm,n_chargers_stoch,delta_seasonal,delta_mc_noise,simulated_charging_rate,capacity_kw_abm
1093,N-340A,Standard,False,292.0,1.0,2,2,2,0,0,0.147,300
1094,N-340A,Standard,False,292.0,1.0,2,2,2,0,0,0.1275,300
1095,N-340A,Standard,False,5.6,1.0,2,2,2,0,0,0.133,300
1096,N-340R,Standard,False,557.4,1.0,2,2,2,0,0,0.1155,300
1097,N-341,Standard,True,184.0,1.0,4,4,4,0,0,0.1225,600
1098,N-342,Standard,False,23.6,1.0,2,2,2,0,0,0.119,300
1099,N-343,Standard,False,245.9,1.0,2,2,2,0,0,0.1265,300
1100,N-344,Standard,False,182.3,1.0,2,2,2,0,0,0.1255,300
1101,N-344,Standard,False,80.2,1.0,2,2,2,0,0,0.12,300
1102,N-344,Standard,False,182.3,1.0,2,2,2,0,0,0.1305,300
1103,N-344,Standard,False,444.4,1.0,2,2,2,0,0,0.1265,300
1104,N-345,Standard,False,102.0,1.0,2,2,2,0,0,0.127,300
1105,N-346,Standard,True,118.4,1.0,4,4,4,0,0,0.1225,600
1106,N-403A,Standard,False,75.0,1.0,2,2,2,0,0,0.1285,300
1107,N-420,Standard,False,109.0,1.0,2,2,2,0,0,0.1255,300
1108,N-420,Standard,False,142.5,1.0,2,2,2,0,0,0.131,300
1109,N-420,Standard,False,71.2,1.0,2,2,2,0,0,0.123,300
1110,N-420,Standard,False,58.7,1.0,2,2,2,0,0,0.1255,300
1111,N-420,Standard,False,94.4,1.0,2,2,2,0,0,0.1145,300
1112,N-420,Standard,False,226.7,1.0,2,2,2,0,0,0.1215,300
1113,N-420,Standard,False,101.7,1.0,2,2,2,0,0,0.1255,300
1114,N-420,Standard,False,101.7,1.0,2,2,2,0,0,0.127,300
1115,N-420A,Standard,False,103.1,1.0,2,2,2,0,0,0.1245,300
1116,N-420A,Standard,False,11.4,1.0,2,2,2,0,0,0.1255,300
1117,N-420A,Standard,False,311.7,1.0,2,2,2,0,0,0.1205,300
1118,N-420A,Standard,False,0.8,1.0,2,2,2,0,0,0.1305,300
1119,N-420A,Standard,False,0.4,1.0,2,2,2,0,0,0.13,300
1120,N-420A,Standard,False,3.5,1.0,2,2,2,0,0,0.138,300
1121,N-420A,Standard,False,86.3,1.0,2,2,2,0,0,0.117,300
1122,N-420A,Standard,False,3.2,1.0,2,2,2,0,0,0.1285,300
1123,N-420A,Standard,False,3.2,1.0,2,2,2,0,0,0.1165,300
1124,N-420A,Standard,False,20.1,1.0,2,2,2,0,0,0.125,300
1125,N-420A,Standard,False,11.4,1.0,2,2,2,0,0,0.1225,300
1126,N-420A,Standard,False,188.5,1.0,2,2,2,0,0,0.129,300
1127,N-420A,Standard,False,0.9,1.0,2,2,2,0,0,0.13,300
1128,N-420A,Standard,False,67.2,1.0,2,2,2,0,0,0.1315,300
1129,N-420B,Standard,False,245.9,1.0,2,2,2,0,0,0.124,300
1130,N-430,Standard,False,119.3,1.0,2,2,2,0,0,0.1285,300
1131,N-430,Standard,False,283.1,1.0,2,2,2,0,0,0.125,300
1132,N-430,Standard,False,154.8,1.0,2,2,2,0,0,0.1325,300
1133,N-430,Standard,False,499.1,1.0,2,2,2,0,0,0.1275,300
1134,N-430,Standard,False,119.3,1.0,2,2,2,0,0,0.12,300
1135,N-430,Standard,False,119.3,1.0,2,2,2,0,0,0.118,300
1136,N-430,Standard,False,26.8,1.0,2,2,2,0,0,0.119,300
1137,N-430,Standard,False,83.8,1.0,2,2,2,0,0,0.1355,300
1138,N-430,Standard,False,58.4,1.0,2,2,2,0,0,0.1375,300
1139,N-430A,Standard,False,25.8,1.0,2,2,2,0,0,0.1135,300
1140,N-430A,Standard,False,1.0,1.0,2,2,2,0,0,0.1275,300
1141,N-430A,Standard,False,32.2,1.0,2,2,2,0,0,0.1315,300
1142,N-430A,Standard,False,25.8,1.0,2,2,2,0,0,0.1275,300
1143,N-430A,Standard,False,108.6,1.0,2,2,2,0,0,0.1195,300
1144,N-430A,Standard,False,92.4,1.0,2,2,2,0,0,0.124,300
1145,N-430C,Standard,False,729.2,1.0,2,2,2,0,0,0.132,300
1146,N-430C,Standard,False,729.2,1.0,2,2,2,0,0,0.123,300
1147,N-431,Standard,False,160.3,1.0,2,2,2,0,0,0.127,300
1148,N-431,Standard,False,276.9,1.0,2,2,2,0,0,0.127,300
1149,N-431,Standard,False,479.6,1.0,2,2,2,0,0,0.133,300
1150,N-431,Standard,False,307.0,1.0,2,2,2,0,0,0.1345,300
1151,N-432,Standard,False,719.8,1.0,2,2,2,0,0,0.1175,300
1152,N-432,Standard,False,220.5,1.0,2,2,2,0,0,0.133,300
1153,N-432,Standard,False,537.1,1.0,2,2,2,0,0,0.136,300
1154,N-432,Standard,False,235.7,1.0,2,2,2,0,0,0.1365,300
1155,N-432,Standard,False,238.5,1.0,2,2,2,0,0,0.1365,300
1156,N-432,Standard,False,1023.7,1.0,3,3,3,0,0,0.1195,450
1157,N-432A,Standard,False,242.3,1.0,2,2,2,0,0,0.1255,300
1158,N-432A,Standard,False,64.4,1.0,2,2,2,0,0,0.13,300
1159,N-432A,Standard,False,65.3,1.0,2,2,2,0,0,0.136,300
1160,N-432A,Standard,False,132.3,1.0,2,2,2,0,0,0.131,300
1161,N-432A,Standard,False,63.2,1.0,2,2,2,0,0,0.1375,300
1162,N-435A,Standard,False,19.1,1.0,2,2,2,0,0,0.12,300
1163,N-435A,Standard,False,35.7,1.0,2,2,2,0,0,0.116,300
1164,N-435A,Standard,False,2.6,1.0,2,2,2,0,0,0.115,300
1165,N-435A,Standard,False,1.1,1.0,2,2,2,0,0,0.1435,300
1166,N-435A,Standard,False,197.9,1.0,2,2,2,0,0,0.1335,300
1167,N-437,Standard,False,530.0,1.0,2,2,2,0,0,0.145,300
1168,N-442,Standard,False,827.7,1.0,2,2,2,0,0,0.122,300
1169,N-442,Standard,False,325.8,1.0,2,2,2,0,0,0.113,300
1170,N-444,Standard,False,191.4,1.0,2,2,2,0,0,0.1285,300
1171,N-445,Standard,False,264.9,1.0,2,2,2,0,0,0.1275,300
1172,N-446,Standard,False,185.0,1.0,2,2,2,0,0,0.1225,300
1173,N-4A,Standard,False,48.9,1.0,2,2,2,0,0,0.1255,300
1174,N-4A,Standard,False,2.8,1.0,2,2,2,0,0,0.123,300
1175,N-4A,Standard,False,124.1,1.0,2,2,2,0,0,0.134,300
1176,N-5,Standard,False,75.0,1.0,2,2,2,0,0,0.1205,300
1177,N-5,Standard,False,22.2,1.0,2,2,2,0,0,0.124,300
1178,N-5,Standard,False,75.0,1.0,2,2,2,0,0,0.116,300
1179,N-5,Standard,False,75.0,1.0,2,2,2,0,0,0.1295,300
1180,N-5,Standard,False,75.0,1.0,2,2,2,0,0,0.1285,300
1181,N-5,Standard,False,169.4,1.0,2,2,2,0,0,0.1375,300
1182,N-525,Standard,False,1067.0,1.0,3,3,3,0,0,0.119,450
1183,N-525,Standard,False,207.7,1.0,2,2,2,0,0,0.118,300
1184,N-6,Standard,False,155.2,1.0,2,2,2,0,0,0.1355,300
1185,N-6,Standard,False,766.9,1.0,2,2,2,0,0,0.125,300
1186,N-6,Standard,False,155.2,1.0,2,2,2,0,0,0.11,300
1187,N-6,Standard,False,155.2,1.0,2,2,2,0,0,0.1305,300
1188,N-601,Standard,False,192.7,1.0,2,2,2,0,0,0.122,300
1189,N-601,Standard,False,1466.8,1.0,4,4,4,0,0,0.137,600
1190,N-601,Standard,False,192.7,1.0,2,2,2,0,0,0.1265,300
1191,N-601,Standard,False,22.2,1.0,2,2,2,0,0,0.137,300
1192,N-601,Standard,False,145.5,1.0,2,2,2,0,0,0.1295,300
1193,N-601,Standard,False,863.8,1.0,2,2,3,0,1,0.1275,300
1194,N-603,Standard,False,227.3,1.0,2,2,2,0,0,0.146,300
1195,N-610,Standard,False,106.9,1.0,2,2,2,0,0,0.128,300
1196,N-610,Standard,False,80.5,1.0,2,2,2,0,0,0.1355,300
1197,N-610A,Standard,False,75.1,1.0,2,2,2,0,0,0.1215,300
1198,N-611,Standard,False,38.3,1.0,2,2,2,0,0,0.12,300
1199,N-611,Standard,False,27.9,1.0,2,2,2,0,0,0.133,300
1200,N-611,Standard,False,44.1,1.0,2,2,2,0,0,0.122,300
1201,N-611,Standard,False,139.6,1.0,2,2,2,0,0,0.142,300
1202,N-611,Standard,False,362.9,1.0,2,2,2,0,0,0.122,300
1203,N-611A,Standard,False,22.7,1.0,2,2,2,0,0,0.1255,300
1204,N-611A,Standard,False,6.7,1.0,2,2,2,0,0,0.1405,300
1205,N-611A,Standard,False,1.1,1.0,2,2,2,0,0,0.127,300
1206,N-620,Standard,False,27.0,1.0,2,2,2,0,0,0.133,300
1207,N-620,Standard,False,195.9,1.0,2,2,2,0,0,0.1225,300
1208,N-620,Standard,False,60.2,1.0,2,2,2,0,0,0.1355,300
1209,N-620,Standard,False,24.8,1.0,2,2,2,0,0,0.1235,300
1210,N-620,Standard,False,15.6,1.0,2,2,2,0,0,0.125,300
1211,N-620,Standard,False,149.4,1.0,2,2,2,0,0,0.133,300
1212,N-620A,Standard,False,69.3,1.0,2,2,2,0,0,0.1245,300
1213,N-620A,Standard,False,90.1,1.0,2,2,2,0,0,0.115,300
1214,N-620A,Standard,False,12.0,1.0,2,2,2,0,0,0.1165,300
1215,N-620A,Standard,False,46.7,1.0,2,2,2,0,0,0.145,300
1216,N-629,Standard,False,306.3,1.0,2,2,2,0,0,0.1245,300
1217,N-629A,Standard,False,37.8,1.0,2,2,2,0,0,0.119,300
1218,N-630,Standard,False,485.3,1.0,2,2,2,0,0,0.1155,300
1219,N-630,Standard,False,176.2,1.0,2,2,2,0,0,0.125,300
1220,N-630,Standard,False,178.6,1.0,2,2,2,0,0,0.1245,300
1221,N-630,Standard,False,117.9,1.0,2,2,2,0,0,0.123,300
1222,N-630,Standard,False,141.8,1.0,2,2,2,0,0,0.1185,300
1223,N-630,Standard,False,132.8,1.0,2,2,2,0,0,0.12,300
1224,N-630,Standard,False,27.1,1.0,2,2,2,0,0,0.1185,300
1225,N-630,Standard,False,57.7,1.0,2,2,2,0,0,0.117,300
1226,N-630,Standard,False,312.3,1.0,2,2,2,0,0,0.1265,300
1227,N-630,Standard,False,132.8,1.0,2,2,2,0,0,0.124,300
1228,N-630,Standard,False,132.8,1.0,2,2,2,0,0,0.1355,300
1229,N-630,Standard,False,921.2,1.0,3,3,3,0,0,0.124,450
1230,N-630,Standard,False,138.9,1.0,2,2,2,0,0,0.122,300
1231,N-630,Standard,False,35.5,1.0,2,2,2,0,0,0.131,300
1232,N-630,Standard,False,150.8,1.0,2,2,2,0,0,0.124,300
1233,N-630,Standard,False,409.6,1.0,2,2,2,0,0,0.1275,300
1234,N-630,Standard,False,55.1,1.0,2,2,2,0,0,0.135,300
1235,N-630,Standard,False,698.8,1.0,2,2,2,0,0,0.135,300
1236,N-630,Standard,False,34.1,1.0,2,2,2,0,0,0.1145,300
1237,N-630,Standard,False,101.8,1.0,2,2,2,0,0,0.1235,300
1238,N-630,Standard,False,126.8,1.0,2,2,2,0,0,0.129,300
1239,N-630,Standard,False,34.5,1.0,2,2,2,0,0,0.131,300
1240,N-630,Standard,False,13.3,1.0,2,2,2,0,0,0.1285,300
1241,N-630,Standard,False,23.2,1.0,2,2,2,0,0,0.1275,300
1242,N-630,Standard,False,68.6,1.0,2,2,2,0,0,0.127,300
1243,N-630,Standard,False,132.8,1.0,2,2,2,0,0,0.126,300
1244,N-630,Standard,False,552.0,1.0,2,2,2,0,0,0.122,300
1245,N-630,Standard,False,1890.3,1.0,5,5,4,0,-1,0.113,750
1246,N-630A,Standard,False,612.4,1.0,2,2,2,0,0,0.107,300
1247,N-630A,Standard,False,9.8,1.0,2,2,2,0,0,0.134,300
1248,N-630A,Standard,False,169.6,1.0,2,2,2,0,0,0.132,300
1249,N-630A,Standard,False,5.8,1.0,2,2,2,0,0,0.123,300
1250,N-630A,Standard,False,493.7,1.0,2,2,2,0,0,0.144,300
1251,N-630A,Standard,False,38.2,1.0,2,2,2,0,0,0.131,300
1252,N-630A,Standard,False,103.9,1.0,2,2,2,0,0,0.1275,300
1253,N-631,Standard,False,93.1,1.0,2,2,2,0,0,0.114,300
1254,N-632,Standard,False,153.1,1.0,2,2,2,0,0,0.122,300
1255,N-632,Standard,False,18.4,1.0,2,2,2,0,0,0.1265,300
1256,N-632,Standard,False,332.2,1.0,2,2,2,0,0,0.129,300
1257,N-632,Standard,False,153.1,1.0,2,2,2,0,0,0.12,300
1258,N-632A,Standard,True,8.4,1.0,4,4,4,0,0,0.124,600
1259,N-632A,Standard,False,8.4,1.0,2,2,2,0,0,0.1165,300
1260,N-632A,Standard,False,8.4,1.0,2,2,2,0,0,0.1255,300
1261,N-632A,Standard,False,8.4,1.0,2,2,2,0,0,0.145,300
1262,N-634A,Standard,False,30.7,1.0,2,2,2,0,0,0.1205,300
1263,N-634R,Standard,False,93.5,1.0,2,2,2,0,0,0.1175,300
1264,N-635,Standard,False,228.6,1.0,2,2,2,0,0,0.1265,300
1265,N-636,Standard,True,243.1,1.0,4,4,4,0,0,0.131,600
1266,N-636,Standard,False,243.1,1.0,2,2,2,0,0,0.129,300
1267,N-636,Standard,False,243.1,1.0,2,2,2,0,0,0.119,300
1268,N-636,Standard,False,243.1,1.0,2,2,2,0,0,0.1325,300
1269,N-640,Standard,False,191.8,1.0,2,2,2,0,0,0.145,300
1270,N-640,Standard,False,463.0,1.0,2,2,2,0,0,0.1175,300
1271,N-640,Standard,False,417.2,1.0,2,2,2,0,0,0.1195,300
1272,N-640,Standard,False,526.6,1.0,2,2,2,0,0,0.121,300
1273,N-640,Standard,False,647.9,1.0,2,2,2,0,0,0.1365,300
1274,N-640,Standard,False,140.1,1.0,2,2,2,0,0,0.1195,300
1275,N-640,Standard,False,231.8,1.0,2,2,2,0,0,0.1405,300
1276,N-640,Standard,False,417.2,1.0,2,2,2,0,0,0.128,300
1277,N-640A,Standard,False,462.5,1.0,2,2,2,0,0,0.1205,300
1278,N-641,Standard,True,245.9,1.0,4,4,4,0,0,0.1255,600
1279,N-641,Standard,True,245.9,1.0,4,4,4,0,0,0.142,600
1280,N-642,Standard,False,95.5,1.0,2,2,2,0,0,0.1355,300
1281,N-642,Standard,True,358.2,1.0,4,4,4,0,0,0.121,600
1282,N-643,Standard,False,63.4,1.0,2,2,2,0,0,0.127,300
1283,N-651,Standard,False,440.6,1.0,2,2,2,0,0,0.1175,300
1284,N-651,Standard,False,426.1,1.0,2,2,2,0,0,0.132,300
1285,N-651,Standard,False,411.7,1.0,2,2,2,0,0,0.1265,300
1286,AP-8,Standard,True,245.9,1.0,4,4,4,0,0,0.13,600
1287,AP-8,Standard,True,245.9,1.0,4,4,4,0,0,0.1235,600
1288,AP-8,Standard,True,245.9,1.0,4,4,4,0,0,0.12,600
1289,AP-8,Standard,True,245.9,1.0,4,4,4,0,0,0.132,600
1290,AP-8,Standard,True,245.9,1.0,4,4,4,0,0,0.1305,600
1291,AP-8,Standard,True,245.9,1.0,4,4,4,0,0,0.1225,600
1292,AP-8,Standard,True,245.9,1.0,4,4,4,0,0,0.117,600
1293,N-624,Standard,True,245.9,1.0,4,4,4,0,0,0.12,600
1294,N-638,Standard,True,245.9,1.0,4,4,4,0,0,0.12,600
