segment_id,route_segment,corridor,is_tent,daily_bev_traffic_2027,seasonal_multiplier,n_chargers_det,n_chargers_abm,n_chargers_stoch,delta_seasonal,delta_mc_noise,simulated_charging_rate,capacity_kw_abm
354,N-330,Standard,False,200.4,1.0,2,2,2,0,0,0.1225,300
355,N-330,Standard,False,1554.0,1.0,4,4,4,0,0,0.1285,600
356,N-330,Standard,False,56.1,1.0,2,2,2,0,0,0.128,300
357,N-330,Standard,False,14.9,1.0,2,2,2,0,0,0.1255,300
358,N-330,Standard,False,14.5,1.0,2,2,2,0,0,0.122,300
359,N-330,Standard,False,76.0,1.0,2,2,2,0,0,0.116,300
360,N-330,Standard,False,9.2,1.0,2,2,2,0,0,0.123,300
361,N-332,Standard,False,1259.4,1.0,3,3,3,0,0,0.121,450
362,N-332,Standard,False,711.0,1.0,2,2,2,0,0,0.1245,300
363,N-332,Standard,False,651.6,1.0,2,2,2,0,0,0.1315,300
364,N-332,Standard,False,1820.5,1.0,5,5,5,0,0,0.142,750
365,N-332,Standard,False,974.9,1.0,3,3,3,0,0,0.1205,450
366,N-332,Standard,False,687.7,1.0,2,2,2,0,0,0.1295,300
367,N-332,Standard,False,471.6,1.0,2,2,2,0,0,0.132,300
368,N-332,Standard,False,294.3,1.0,2,2,2,0,0,0.1355,300
369,N-332,Standard,False,311.0,1.0,2,2,2,0,0,0.136,300
370,N-332,Standard,False,687.7,1.0,2,2,2,0,0,0.124,300
371,N-332,Standard,False,585.5,1.0,2,2,2,0,0,0.1255,300
372,N-332,Standard,False,419.3,1.0,2,2,2,0,0,0.1165,300
373,N-332A,Standard,False,141.1,1.0,2,2,2,0,0,0.1295,300
374,N-332A,Standard,False,135.9,1.0,2,2,2,0,0,0.1295,300
375,N-332R,Standard,False,335.8,1.0,2,2,2,0,0,0.124,300
376,N-334,Standard,False,2245.3,1.0,5,5,6,0,1,0.122,750
377,N-334,Standard,False,2245.3,1.0,5,5,6,0,1,0.1265,750
378,N-340,Standard,False,353.1,1.0,2,2,2,0,0,0.125,300
379,N-340,Standard,False,353.1,1.0,2,2,2,0,0,0.1215,300
380,N-340,Standard,False,40.2,1.0,2,2,2,0,0,0.1315,300
381,N-340,Standard,False,1015.7,1.0,3,3,3,0,0,0.1185,450
382,N-340,Standard,False,413.5,1.0,2,2,2,0,0,0.1195,300
383,N-340,Standard,False,336.5,1.0,2,2,2,0,0,0.125,300
384,N-340,Standard,False,217.6,1.0,2,2,2,0,0,0.1285,300
385,N-340,Standard,False,353.1,1.0,2,2,2,0,0,0.1435,300
386,N-340,Standard,False,353.1,1.0,2,2,2,0,0,0.129,300
387,N-340,Standard,False,566.7,1.0,2,2,2,0,0,0.135,300
388,N-340,Standard,True,353.1,1.0,4,4,4,0,0,0.1215,600
389,N-340,Standard,True,355.9,1.0,4,4,4,0,0,0.127,600
390,N-340,Standard,False,353.1,1.0,2,2,2,0,0,0.1365,300
391,N-340,Standard,False,346.6,1.0,2,2,2,0,0,0.1255,300
392,N-340,Standard,False,353.1,1.0,2,2,2,0,0,0.1205,300
393,N-340,Standard,False,727.5,1.0,2,2,2,0,0,0.1125,300
394,N-340,Standard,False,618.6,1.0,2,2,2,0,0,0.129,300
395,N-340,Standard,False,353.1,1.0,2,2,2,0,0,0.129,300
396,N-340,Standard,False,796.0,1.0,2,2,2,0,0,0.1235,300
397,N-340,Standard,False,353.1,1.0,2,2,2,0,0,0.132,300
398,N-340,Standard,False,1257.0,1.0,3,3,3,0,0,0.1215,450
399,N-340A,Standard,False,439.6,1.0,2,2,2,0,0,0.122,300
400,N-340A,Standard,False,35.0,1.0,2,2,2,0,0,0.1135,300
401,N-340A,Standard,False,292.0,1.0,2,2,2,0,0,0.1315,300
402,N-340A,Standard,False,219.0,1.0,2,2,2,0,0,0.1205,300
403,N-340A,Standard,False,292.0,1.0,2,2,2,0,0,0.122,300
404,N-347AL,Standard,True,222.5,1.0,4,4,4,0,0,0.1285,600
405,N-347GR,Standard,False,370.0,1.0,2,2,2,0,0,0.1265,300
406,N-349,Standard,True,560.6,1.0,4,4,4,0,0,0.1175,600
407,N-350,Standard,False,746.9,1.0,2,2,2,0,0,0.121,300
408,N-351,Standard,False,245.9,1.0,2,2,2,0,0,0.129,300
409,N-351,Standard,False,245.9,1.0,2,2,2,0,0,0.122,300
410,N-357,Standard,False,378.8,1.0,2,2,2,0,0,0.1325,300
411,N-357,Standard,True,378.8,1.0,4,4,4,0,0,0.125,600
412,N-357,Standard,True,378.8,1.0,4,4,4,0,0,0.132,600
413,N-400,Standard,False,280.8,1.0,2,2,2,0,0,0.1285,300
414,N-400,Standard,False,136.7,1.0,2,2,2,0,0,0.135,300
415,N-400,Standard,False,30.0,1.0,2,2,2,0,0,0.1295,300
416,N-400,Standard,False,30.0,1.0,2,2,2,0,0,0.123,300
417,N-400,Standard,False,23.7,1.0,2,2,2,0,0,0.13,300
418,N-400,Standard,False,14.2,1.0,2,2,2,0,0,0.136,300
419,N-400,Standard,False,30.0,1.0,2,2,2,0,0,0.1345,300
420,N-400A,Standard,False,2.9,1.0,2,2,2,0,0,0.1355,300
421,N-401,Standard,False,220.8,1.0,2,2,2,0,0,0.1265,300
422,N-401A,Standard,False,94.7,1.0,2,2,2,0,0,0.1275,300
423,N-401A,Standard,False,61.9,1.0,2,2,2,0,0,0.1225,300
424,N-401A,Standard,False,201.7,1.0,2,2,2,0,0,0.1285,300
425,N-401A,Standard,False,94.7,1.0,2,2,2,0,0,0.118,300
426,N-401A,Standard,False,94.7,1.0,2,2,2,0,0,0.1275,300
427,N-403,Standard,False,22.1,1.0,2,2,2,0,0,0.134,300
428,N-403,Standard,False,161.2,1.0,2,2,2,0,0,0.129,300
429,N-403,Standard,False,263.9,1.0,2,2,2,0,0,0.1195,300
430,N-403,Standard,False,128.2,1.0,2,2,2,0,0,0.126,300
431,N-403A,Standard,False,18.9,1.0,2,2,2,0,0,0.1175,300
432,N-403A,Standard,False,88.9,1.0,2,2,2,0,0,0.116,300
433,N-403A,Standard,False,61.0,1.0,2,2,2,0,0,0.1285,300
434,N-403A,Standard,False,106.5,1.0,2,2,2,0,0,0.1315,300
435,N-430A,Standard,False,7.2,1.0,2,2,2,0,0,0.1275,300
436,N-430A,Standard,False,19.4,1.0,2,2,2,0,0,0.1225,300
437,N-432A,Standard,False,6.8,1.0,2,2,2,0,0,0.131,300
438,N-432A,Standard,False,1.3,1.0,2,2,2,0,0,0.1475,300
439,N-432A,Standard,False,3.8,1.0,2,2,2,0,0,0.104,300
440,N-432A,Standard,False,2.5,1.0,2,2,2,0,0,0.1335,300
441,N-432A,Standard,False,21.3,1.0,2,2,2,0,0,0.1225,300
442,N-432A,Standard,False,3.4,1.0,2,2,2,0,0,0.116,300
443,N-432A,Standard,False,0.8,1.0,2,2,2,0,0,0.125,300
444,N-432A,Standard,False,2.8,1.0,2,2,2,0,0,0.12,300
445,N-432A,Standard,False,23.1,1.0,2,2,2,0,0,0.123,300
446,N-432A,Standard,False,9.0,1.0,2,2,2,0,0,0.1175,300
447,N-432A,Standard,False,65.3,1.0,2,2,2,0,0,0.1235,300
448,N-432A,Standard,False,140.8,1.0,2,2,2,0,0,0.1325,300
449,N-432A,Standard,False,21.3,1.0,2,2,2,0,0,0.122,300
450,N-432A,Standard,False,21.3,1.0,2,2,2,0,0,0.116,300
451,N-432A,Standard,False,21.1,1.0,2,2,2,0,0,0.118,300
452,N-432A,Standard,False,95.5,1.0,2,2,2,0,0,0.142,300
453,N-432A,Standard,False,21.6,1.0,2,2,2,0,0,0.1245,300
454,N-432A,Standard,False,8.3,1.0,2,2,2,0,0,0.1205,300
455,N-432A,Standard,False,21.3,1.0,2,2,2,0,0,0.138,300
456,N-432R,Standard,False,83.7,1.0,2,2,2,0,0,0.1415,300
457,N-433,Standard,False,135.1,1.0,2,2,2,0,0,0.13,300
458,N-433,Standard,True,183.5,1.0,4,4,4,0,0,0.122,600
459,N-433,Standard,True,86.8,1.0,4,4,4,0,0,0.124,600
460,N-435,Standard,False,149.4,1.0,2,2,2,0,0,0.1185,300
461,N-435A,Standard,False,19.1,1.0,2,2,2,0,0,0.124,300
462,N-5,Standard,False,299.5,1.0,2,2,2,0,0,0.1325,300
463,N-5,Standard,False,14.3,1.0,2,2,2,0,0,0.1125,300
464,N-5,Standard,True,166.5,1.0,4,4,4,0,0,0.1315,600
465,N-5,Standard,False,75.0,1.0,2,2,2,0,0,0.129,300
466,N-5,Standard,False,30.3,1.0,2,2,2,0,0,0.12,300
467,N-501,Standard,False,286.0,1.0,2,2,2,0,0,0.1175,300
468,N-501,Standard,False,34.4,1.0,2,2,2,0,0,0.128,300
469,N-501,Standard,True,154.8,1.0,4,4,4,0,0,0.1165,600
470,N-501,Standard,False,154.8,1.0,2,2,2,0,0,0.13,300
471,N-501A,Standard,False,28.0,1.0,2,2,2,0,0,0.1355,300
472,N-502,Standard,False,97.8,1.0,2,2,2,0,0,0.119,300
473,N-502,Standard,False,85.6,1.0,2,2,2,0,0,0.1225,300
474,N-502,Standard,False,73.3,1.0,2,2,2,0,0,0.1305,300
475,N-502A,Standard,False,22.5,1.0,2,2,2,0,0,0.118,300
476,N-502A,Standard,False,22.5,1.0,2,2,2,0,0,0.126,300
477,N-502A,Standard,False,22.5,1.0,2,2,2,0,0,0.1285,300
478,N-502A,Standard,False,321.4,1.0,2,2,2,0,0,0.132,300
479,N-502A,Standard,False,22.5,1.0,2,2,2,0,0,0.1265,300
480,N-502A,Standard,False,32.7,1.0,2,2,2,0,0,0.1255,300
481,N-502A,Standard,False,22.5,1.0,2,2,2,0,0,0.1255,300
482,N-502A,Standard,False,1.3,1.0,2,2,2,0,0,0.1285,300
483,N-502A,Standard,False,1.7,1.0,2,2,2,0,0,0.1325,300
484,N-521,Standard,False,53.5,1.0,2,2,2,0,0,0.115,300
485,N-521,Standard,False,365.0,1.0,2,2,2,0,0,0.1245,300
486,N-521,Standard,False,229.0,1.0,2,2,2,0,0,0.117,300
487,N-521,Standard,False,549.6,1.0,2,2,2,0,0,0.131,300
488,N-521,Standard,False,93.0,1.0,2,2,2,0,0,0.1355,300
489,N-523,Standard,False,151.8,1.0,2,2,2,0,0,0.1175,300
490,N-523,Standard,False,346.3,1.0,2,2,2,0,0,0.1255,300
491,N-525,Standard,False,81.4,1.0,2,2,2,0,0,0.1365,300
492,N-525,Standard,False,38.2,1.0,2,2,2,0,0,0.1275,300
493,N-525,Standard,False,168.9,1.0,2,2,2,0,0,0.125,300
494,N-525,Standard,False,246.6,1.0,2,2,2,0,0,0.1115,300
495,N-525,Standard,False,366.2,1.0,2,2,2,0,0,0.125,300
496,N-532,Standard,False,108.8,1.0,2,2,2,0,0,0.115,300
497,N-536,Standard,False,85.9,1.0,2,2,2,0,0,0.117,300
498,N-540,Standard,False,576.8,1.0,2,2,2,0,0,0.1315,300
499,N-540,Standard,False,305.4,1.0,2,2,2,0,0,0.1275,300
500,N-540,Standard,False,156.6,1.0,2,2,2,0,0,0.1225,300
501,N-540A,Standard,False,7.5,1.0,2,2,2,0,0,0.1325,300
502,N-541,Standard,False,142.4,1.0,2,2,2,0,0,0.1305,300
503,N-542,Standard,False,951.3,1.0,3,3,3,0,0,0.1355,450
504,N-544,Standard,False,289.1,1.0,2,2,2,0,0,0.1115,300
505,N-547,Standard,False,155.8,1.0,2,2,2,0,0,0.123,300
506,N-550,Standard,False,920.2,1.0,3,3,3,0,0,0.129,450
507,N-550,Standard,False,467.7,1.0,2,2,2,0,0,0.139,300
508,N-550,Standard,False,1079.8,1.0,3,3,3,0,0,0.1215,450
509,N-550,Standard,False,546.7,1.0,2,2,2,0,0,0.1255,300
510,N-550,Standard,False,274.6,1.0,2,2,2,0,0,0.128,300
511,N-550,Standard,False,607.2,1.0,2,2,2,0,0,0.1285,300
512,N-550,Standard,False,607.2,1.0,2,2,2,0,0,0.122,300
513,N-550,Standard,False,667.7,1.0,2,2,2,0,0,0.118,300
514,N-550A,Standard,False,454.7,1.0,2,2,2,0,0,0.119,300
515,N-550A,Standard,False,204.3,1.0,2,2,2,0,0,0.141,300
516,N-550R,Standard,False,306.1,1.0,2,2,2,0,0,0.1195,300
517,N-551,Standard,False,257.1,1.0,2,2,2,0,0,0.1245,300
518,N-552,Standard,False,502.9,1.0,2,2,2,0,0,0.1315,300
519,N-554,Standard,False,419.8,1.0,2,2,2,0,0,0.117,300
520,N-555,Standard,False,328.5,1.0,2,2,2,0,0,0.1245,300
521,N-556,Standard,False,440.5,1.0,2,2,2,0,0,0.121,300
522,N-559,Standard,False,30.3,1.0,2,2,2,0,0,0.1305,300
523,N-5A,Standard,False,90.0,1.0,2,2,2,0,0,0.1215,300
524,N-5A,Standard,False,677.1,1.0,2,2,2,0,0,0.126,300
525,N-5A,Standard,False,383.5,1.0,2,2,2,0,0,0.129,300
526,N-6,Standard,False,593.9,1.0,2,2,2,0,0,0.1115,300
527,N-6,Standard,False,298.5,1.0,2,2,2,0,0,0.124,300
528,N-6,Standard,False,3.0,1.0,2,2,2,0,0,0.1265,300
529,N-6,Standard,False,8.7,1.0,2,2,2,0,0,0.133,300
530,N-6,Standard,False,155.2,1.0,2,2,2,0,0,0.126,300
531,N-6,Standard,False,173.0,1.0,2,2,2,0,0,0.1335,300
532,N-6,Standard,False,155.2,1.0,2,2,2,0,0,0.122,300
533,N-6,Standard,False,41.8,1.0,2,2,2,0,0,0.1225,300
534,N-6,Standard,False,61.7,1.0,2,2,2,0,0,0.129,300
535,N-6,Standard,False,87.6,1.0,2,2,2,0,0,0.1435,300
536,N-6,Standard,False,137.4,1.0,2,2,2,0,0,0.1315,300
537,N-6,Standard,False,763.2,1.0,2,2,2,0,0,0.1185,300
538,N-6,Standard,False,1088.0,1.0,3,3,3,0,0,0.116,450
539,N-6,Standard,False,587.4,1.0,2,2,2,0,0,0.1345,300
540,N-6,Standard,False,127.6,1.0,2,2,2,0,0,0.1375,300
541,N-620A,Standard,False,1057.8,1.0,3,3,3,0,0,0.1235,450
542,N-620A,Standard,False,111.7,1.0,2,2,2,0,0,0.135,300
543,N-621,Standard,False,62.9,1.0,2,2,2,0,0,0.126,300
544,N-621,Standard,False,89.2,1.0,2,2,2,0,0,0.1165,300
545,N-621A,Standard,False,2.6,1.0,2,2,2,0,0,0.1225,300
546,N-622,Standard,False,30.6,1.0,2,2,2,0,0,0.1355,300
547,N-622,Standard,True,30.6,1.0,4,4,4,0,0,0.126,600
548,N-622,Standard,True,30.6,1.0,4,4,4,0,0,0.117,600
549,N-622,Standard,False,30.6,1.0,2,2,2,0,0,0.135,300
550,N-622A,Standard,False,6.0,1.0,2,2,2,0,0,0.1335,300
551,N-623,Standard,False,177.6,1.0,2,2,2,0,0,0.122,300
552,N-623,Standard,True,359.4,1.0,4,4,4,0,0,0.127,600
553,N-623,Standard,False,223.0,1.0,2,2,2,0,0,0.116,300
554,N-623,Standard,False,359.4,1.0,2,2,2,0,0,0.1205,300
555,N-623,Standard,False,495.7,1.0,2,2,2,0,0,0.132,300
556,N-623,Standard,False,1020.2,1.0,3,3,3,0,0,0.117,450
557,N-625,Standard,False,92.8,1.0,2,2,2,0,0,0.118,300
558,N-625,Standard,False,102.2,1.0,2,2,2,0,0,0.141,300
559,N-627,Standard,True,137.6,1.0,4,4,4,0,0,0.125,600
560,N-627,Standard,False,137.6,1.0,2,2,2,0,0,0.1245,300
561,N-629,Standard,False,101.3,1.0,2,2,2,0,0,0.1295,300
562,N-632A,Standard,False,8.4,1.0,2,2,2,0,0,0.122,300
563,N-633,Standard,False,722.6,1.0,2,2,2,0,0,0.121,300
564,N-633,Standard,True,722.6,1.0,4,4,4,0,0,0.125,600
565,N-634,Standard,False,170.0,1.0,2,2,2,0,0,0.122,300
566,N-634,Standard,False,170.0,1.0,2,2,2,0,0,0.1305,300
567,N-634,Standard,False,170.0,1.0,2,2,2,0,0,0.1205,300
568,N-634,Standard,False,170.0,1.0,2,2,2,0,0,0.121,300
569,N-634,Standard,False,135.1,1.0,2,2,2,0,0,0.129,300
570,N-634,Standard,False,157.3,1.0,2,2,2,0,0,0.116,300
571,N-634,Standard,False,170.0,1.0,2,2,2,0,0,0.1355,300
572,N-634,Standard,False,380.9,1.0,2,2,2,0,0,0.131,300
573,N-634,Standard,False,223.5,1.0,2,2,2,0,0,0.129,300
574,N-634,Standard,False,174.1,1.0,2,2,2,0,0,0.1255,300
575,N-634,Standard,False,41.1,1.0,2,2,2,0,0,0.135,300
576,N-634,Standard,False,170.0,1.0,2,2,2,0,0,0.1245,300
577,N-634,Standard,False,290.7,1.0,2,2,2,0,0,0.138,300
578,N-634,Standard,False,165.9,1.0,2,2,2,0,0,0.13,300
579,N-634,Standard,False,553.8,1.0,2,2,2,0,0,0.132,300
580,N-634,Standard,False,180.0,1.0,2,2,2,0,0,0.124,300
581,N-634,Standard,False,115.5,1.0,2,2,2,0,0,0.116,300
582,N-634,Standard,False,94.0,1.0,2,2,2,0,0,0.1265,300
583,N-634,Standard,False,170.0,1.0,2,2,2,0,0,0.129,300
584,N-634,Standard,False,119.1,1.0,2,2,2,0,0,0.1325,300
585,N-634,Standard,False,243.3,1.0,2,2,2,0,0,0.113,300
586,N-634,Standard,True,170.0,1.0,4,4,4,0,0,0.1235,600
587,N-634,Standard,True,80.4,1.0,4,4,4,0,0,0.1215,600
588,N-634,Standard,False,170.0,1.0,2,2,2,0,0,0.1405,300
589,N-634,Standard,False,170.0,1.0,2,2,2,0,0,0.1315,300
590,N-634,Standard,False,198.7,1.0,2,2,2,0,0,0.124,300
591,N-634A,Standard,False,19.1,1.0,2,2,2,0,0,0.115,300
592,N-655,Standard,False,55.0,1.0,2,2,2,0,0,0.114,300
593,N-6A,Standard,False,3.8,1.0,2,2,2,0,0,0.1195,300
594,N-6A,Standard,False,158.9,1.0,2,2,2,0,0,0.125,300
595,N-362,Standard,False,245.9,1.0,2,2,2,0,0,0.119,300
596,N-354,Standard,False,245.9,1.0,2,2,2,0,0,0.116,300
597,N-352,Standard,False,464.7,1.0,2,2,2,0,0,0.121,300
598,N-554R,Standard,False,245.9,1.0,2,2,2,0,0,0.1125,300
599,A-57,Standard,False,245.9,1.0,2,2,2,0,0,0.1415,300
600,A-92M,Standard,True,245.9,1.0,4,4,4,0,0,0.1355,600
601,A-92N,Standard,True,245.9,1.0,4,4,4,0,0,0.135,600
602,A-384,Mediterranean,False,245.9,2.5,2,2,2,0,0,0.1295,300
603,A-384,Mediterranean,True,245.9,2.5,4,4,4,0,0,0.127,600
604,A-381,Mediterranean,True,245.9,2.5,4,4,4,0,0,0.1235,600
605,A-10,Standard,True,245.9,1.0,4,4,4,0,0,0.1225,600
606,AP-15,Standard,True,245.9,1.0,4,4,4,0,0,0.134,600
607,AP-15,Standard,True,245.9,1.0,4,4,4,0,0,0.1285,600
608,AP-15,Standard,False,245.9,1.0,2,2,2,0,0,0.125,300
609,AP-15,Standard,True,245.9,1.0,4,4,4,0,0,0.136,600
610,AP-15-R,Standard,False,245.9,1.0,2,2,2,0,0,0.122,300
611,N-121-A,Standard,True,245.9,1.0,4,4,4,0,0,0.148,600
612,N-121-A,Standard,True,245.9,1.0,4,4,4,0,0,0.133,600
613,N-644,Standard,True,245.9,1.0,4,4,4,0,0,0.1305,600
614,A-66R,Atlantic,False,245.9,1.5,2,2,2,0,0,0.13,300
615,A-66R,Atlantic,False,245.9,1.5,2,2,2,0,0,0.13,300
616,A-66R,Atlantic,False,245.9,1.5,2,2,2,0,0,0.128,300
617,AP-7S,Mediterranean,True,619.7,2.5,4,4,5,0,1,0.1405,600
618,AP-7S,Mediterranean,True,471.9,2.5,4,4,4,0,0,0.1425,600
619,AP-7S,Mediterranean,True,718.1,2.5,4,4,4,0,0,0.11,600
620,AP-7S,Mediterranean,True,619.7,2.5,4,4,4,0,0,0.1175,600
621,AP-7S,Mediterranean,True,619.7,2.5,4,4,4,0,0,0.12,600
622,N-4,Standard,False,61.4,1.0,2,2,2,0,0,0.134,300
623,N-4,Standard,False,54.2,1.0,2,2,2,0,0,0.126,300
624,N-4,Standard,False,246.0,1.0,2,2,2,0,0,0.1235,300
625,N-4,Standard,False,322.8,1.0,2,2,2,0,0,0.138,300
626,N-4,Standard,False,140.8,1.0,2,2,2,0,0,0.1335,300
627,N-4,Standard,False,913.4,1.0,3,3,3,0,0,0.1205,450
628,N-4,Standard,False,449.9,1.0,2,2,2,0,0,0.1135,300
629,N-4,Standard,False,212.7,1.0,2,2,2,0,0,0.1195,300
630,N-4,Standard,False,229.3,1.0,2,2,2,0,0,0.1295,300
631,A-7S,Mediterranean,True,741.7,2.5,4,5,5,1,0,0.129,750
632,A-7S,Mediterranean,True,1025.7,2.5,4,6,6,2,0,0.1225,900
633,A-7S,Mediterranean,True,1208.6,2.5,4,7,7,3,0,0.124,1050
634,A-7S,Mediterranean,True,1842.8,2.5,5,11,12,6,1,0.1375,1650
635,A-7S,Mediterranean,True,1324.5,2.5,4,8,8,4,0,0.125,1200
636,A-7S,Mediterranean,True,474.6,2.5,4,4,4,0,0,0.1305,600
637,A-7S,Mediterranean,True,573.0,2.5,4,4,4,0,0,0.1215,600
638,A-7S,Mediterranean,True,1514.5,2.5,4,9,9,5,0,0.117,1350
639,A-7S,Mediterranean,True,751.2,2.5,4,5,5,1,0,0.1275,750
640,A-7S,Mediterranean,True,825.3,2.5,4,5,5,1,0,0.113,750
641,A-7S,Mediterranean,True,702.2,2.5,4,4,5,0,1,0.132,600
642,A-7S,Mediterranean,True,1971.2,2.5,5,11,11,6,0,0.1175,1650
643,A-7S,Mediterranean,True,1514.5,2.5,4,9,9,5,0,0.1215,1350
644,A-7S,Mediterranean,False,1514.5,2.5,4,9,10,5,1,0.1345,1350
645,A-7S,Mediterranean,True,1999.1,2.5,5,12,12,7,0,0.1295,1800
646,A-7S,Mediterranean,False,3007.1,2.5,7,12,12,5,0,0.118,1800
647,A-1,Standard,False,1002.5,1.0,3,3,3,0,0,0.1375,450
648,A-1,Standard,True,1002.5,1.0,4,4,4,0,0,0.116,600
649,A-1,Standard,True,1583.9,1.0,4,4,4,0,0,0.122,600
650,A-1,Standard,True,1002.5,1.0,4,4,4,0,0,0.125,600
651,A-1,Standard,True,1002.5,1.0,4,4,4,0,0,0.1155,600
652,A-1,Standard,True,1002.5,1.0,4,4,4,0,0,0.1265,600
653,A-1,Standard,True,1002.5,1.0,4,4,4,0,0,0.126,600
654,A-1,Standard,True,1002.5,1.0,4,4,4,0,0,0.1315,600
655,A-1,Standard,True,1002.5,1.0,4,4,4,0,0,0.1285,600
656,A-1,Standard,True,1002.5,1.0,4,4,4,0,0,0.1365,600
657,A-1,Standard,True,1002.5,1.0,4,4,4,0,0,0.1425,600
658,A-11,Standard,False,145.7,1.0,2,2,2,0,0,0.1365,300
659,A-11,Standard,False,178.9,1.0,2,2,2,0,0,0.125,300
660,A-11,Standard,False,143.4,1.0,2,2,2,0,0,0.1425,300
661,A-11,Standard,False,121.3,1.0,2,2,2,0,0,0.1255,300
662,A-11,Standard,False,653.1,1.0,2,2,2,0,0,0.125,300
663,A-11,Standard,False,178.9,1.0,2,2,2,0,0,0.1255,300
664,A-11,Standard,True,306.2,1.0,4,4,4,0,0,0.1255,600
665,A-11,Standard,True,212.1,1.0,4,4,4,0,0,0.1145,600
666,A-11R,Standard,False,245.9,1.0,2,2,2,0,0,0.1485,300
667,A-12,Standard,False,465.4,1.0,2,2,2,0,0,0.127,300
668,A-12,Standard,False,465.4,1.0,2,2,2,0,0,0.128,300
669,A-12,Standard,False,465.4,1.0,2,2,2,0,0,0.1275,300
670,A-13,Standard,False,889.3,1.0,2,2,2,0,0,0.1205,300
671,A-14,Standard,False,230.7,1.0,2,2,2,0,0,0.132,300
672,A-14-R2,Standard,False,245.9,1.0,2,2,2,0,0,0.115,300
673,A-15,Standard,True,213.7,1.0,4,4,4,0,0,0.117,600
674,A-15,Standard,True,213.7,1.0,4,4,4,0,0,0.1305,600
675,A-15,Standard,True,213.7,1.0,4,4,4,0,0,0.139,600
676,A-15,Standard,False,213.7,1.0,2,2,2,0,0,0.1255,300
677,A-15,Standard,True,144.3,1.0,4,4,4,0,0,0.128,600
678,A-15,Standard,True,272.6,1.0,4,4,4,0,0,0.122,600
679,A-15,Standard,False,213.7,1.0,2,2,2,0,0,0.1135,300
680,A-15,Standard,True,213.7,1.0,4,4,4,0,0,0.113,600
681,A-15,Standard,True,213.7,1.0,4,4,4,0,0,0.135,600
682,A-15,Standard,False,213.7,1.0,2,2,2,0,0,0.131,300
683,A-1A,Standard,False,160.2,1.0,2,2,2,0,0,0.1295,300
684,A-2,Standard,False,2321.6,1.0,6,6,6,0,0,0.1185,900
685,A-2,Standard,True,2545.4,1.0,6,6,7,0,1,0.1405,900
686,A-2,Standard,True,920.9,1.0,4,4,4,0,0,0.115,600
687,A-2,Standard,True,743.5,1.0,4,4,4,0,0,0.1235,600
688,A-2,Standard,True,594.7,1.0,4,4,4,0,0,0.125,600
689,A-2,Standard,True,963.8,1.0,4,4,4,0,0,0.116,600
690,A-2,Standard,True,2566.7,1.0,6,6,7,0,1,0.127,900
691,A-2,Standard,True,2874.7,1.0,7,7,7,0,0,0.13,1050
692,A-2,Standard,True,3571.7,1.0,8,8,8,0,0,0.1145,1200
693,A-2,Standard,True,2804.5,1.0,7,7,8,0,1,0.135,1050
694,A-2,Standard,True,1755.1,1.0,4,4,5,0,1,0.1315,600
695,A-2,Standard,False,506.3,1.0,2,2,2,0,0,0.1115,300
696,A-2,Standard,True,705.9,1.0,4,4,4,0,0,0.116,600
697,A-2,Standard,True,1259.6,1.0,4,4,4,0,0,0.127,600
698,A-2,Standard,True,1371.1,1.0,4,4,4,0,0,0.126,600
699,A-2,Standard,True,1313.1,1.0,4,4,4,0,0,0.1165,600
700,A-2,Standard,True,4759.1,1.0,11,11,12,0,1,0.129,1650
701,A-2,Standard,True,5938.2,1.0,12,12,12,0,0,0.117,1800
702,A-2,Standard,False,866.6,1.0,2,2,2,0,0,0.1225,300
703,A-2,Standard,False,497.8,1.0,2,2,2,0,0,0.1355,300
704,A-21,Standard,True,140.9,1.0,4,4,4,0,0,0.123,600
705,A-21,Standard,True,140.9,1.0,4,4,4,0,0,0.123,600
706,A-21,Standard,True,144.3,1.0,4,4,4,0,0,0.1355,600
707,A-21,Standard,False,140.9,1.0,2,2,2,0,0,0.12,300
708,A-21,Standard,False,140.9,1.0,2,2,2,0,0,0.117,300
709,A-21,Standard,True,123.8,1.0,4,4,4,0,0,0.127,600
710,A-21,Standard,False,140.9,1.0,2,2,2,0,0,0.1245,300
711,A-21,Standard,True,139.9,1.0,4,4,4,0,0,0.1225,600
712,A-21,Standard,True,142.0,1.0,4,4,4,0,0,0.1285,600
713,A-22,Standard,True,433.1,1.0,4,4,4,0,0,0.1205,600
714,A-22,Standard,True,403.9,1.0,4,4,4,0,0,0.1255,600
715,A-22,Standard,True,403.9,1.0,4,4,4,0,0,0.129,600
716,A-22,Standard,True,374.7,1.0,4,4,4,0,0,0.122,600
717,A-22,Standard,True,403.9,1.0,4,4,4,0,0,0.1235,600
718,A-22,Standard,False,403.9,1.0,2,2,2,0,0,0.128,300
719,A-22-R1,Standard,False,150.8,1.0,2,2,2,0,0,0.138,300
720,A-22-R2,Standard,False,78.3,1.0,2,2,2,0,0,0.128,300
721,A-30,Mediterranean,True,5051.2,2.5,12,12,12,0,0,0.1285,1800
722,A-30,Mediterranean,True,2317.3,2.5,6,12,12,6,0,0.1315,1800
723,A-30,Mediterranean,True,2629.0,2.5,6,12,12,6,0,0.1355,1800
724,A-31,Mediterranean,True,491.2,2.5,4,4,4,0,0,0.112,600
725,A-31,Mediterranean,True,1067.3,2.5,4,6,6,2,0,0.117,900
