agent_id,origin,destination,departure_time_min,arrival_time_min,status,num_charge_stops,total_wait_min,total_charge_min,total_energy_charged_kwh,total_distance_km,route_node_count,initial_soc_kwh,final_soc_kwh,generalized_cost_eur
TRIP_20225,VLD,MAD,221.72456163833388,221.72456163833388,stranded,0,0.0,0.0,0.0,190.0,2,33.44006667969736,33.44006667969736,0.0
TRIP_19099,MAD,VLD,273.6063480386891,273.6063480386891,stranded,0,0.0,0.0,0.0,190.0,2,37.929230083831754,37.929230083831754,0.0
TRIP_18479,MAL,COR,191.89121845972176,303.8841827848367,completed,0,0.0,0.0,0.0,186.65494054185825,15,43.464793113781006,12.0446453248756,0.0
TRIP_45470,VIG,ACO,231.5281359722401,309.730519958273,completed,0,0.0,0.0,0.0,156.40476797206586,20,34.75069868833081,6.6246675563944954,0.0
TRIP_45057,ACO,VIG,247.66591965254062,325.86830363857354,completed,0,0.0,0.0,0.0,156.40476797206586,20,41.375873975987545,12.863297040560635,0.0
TRIP_45243,ACO,VIG,254.0069991850803,332.20938317111325,completed,0,0.0,0.0,0.0,156.40476797206586,20,54.638715265427145,21.936653371527385,0.0
TRIP_21160,VLD,MAD,339.2397575874276,339.2397575874276,stranded,0,0.0,0.0,0.0,190.0,2,42.36820938827742,42.36820938827742,0.0
TRIP_45482,VIG,ACO,264.290519296626,342.4929032826589,completed,0,0.0,0.0,0.0,156.40476797206586,20,43.46620223505768,13.709842535047649,0.0
TRIP_21649,MAD,BUR,220.5562921740265,345.17032443267516,completed,1,0.0,4.133800397203542,17.224168321681425,240.96046372289027,11,47.93275114717056,15.021066471140237,0.0
TRIP_45711,VIG,ACO,270.34441878700045,348.5468027730334,completed,0,0.0,0.0,0.0,156.40476797206586,20,53.05997461955903,18.622159768869274,0.0
TRIP_18554,MAL,COR,237.70352819272077,349.69649251783574,completed,0,0.0,0.0,0.0,186.65494054185825,15,49.29556233100142,20.08146223907756,0.0
TRIP_35393,MUR,MAL,349.8765590559701,349.8765590559701,stranded,0,0.0,0.0,0.0,355.3814786779781,8,36.83317179146858,36.83317179146858,0.0
TRIP_45774,VIG,ACO,275.0948910670141,353.29727505304703,completed,0,0.0,0.0,0.0,156.40476797206586,20,49.49305382095175,17.13770246398404,0.0
TRIP_20302,VLD,MAD,242.48356126590835,356.48356126590835,completed,0,0.0,0.0,0.0,190.0,2,42.58991780827905,11.73326623167435,0.0
TRIP_40682,PMP,BIL,251.3356792356405,359.8492481633947,completed,0,0.0,0.0,0.0,180.8559482129237,19,40.740421892298976,10.007168994635947,0.0
TRIP_20210,VLD,MAD,246.52104383802956,360.5210438380295,completed,0,0.0,0.0,0.0,190.0,2,45.580466190237736,10.588286598403883,0.0
TRIP_43914,GRN,MAL,295.4919096824795,360.68264902146854,completed,0,0.0,0.0,0.0,130.3814786779781,4,62.75188403665913,35.03848424011157,0.0
TRIP_40117,PMP,BIL,252.30601884313927,360.81958777089346,completed,0,0.0,0.0,0.0,180.8559482129237,19,58.44564573116332,28.70383453871149,0.0
TRIP_45378,ACO,VIG,283.9016143013042,362.10399828733716,completed,0,0.0,0.0,0.0,156.40476797206586,20,56.85018427251617,26.7182776469332,0.0
TRIP_43853,MAL,GRN,297.8039789137827,362.99471825277175,completed,0,0.0,0.0,0.0,130.3814786779781,4,51.57671483288048,24.92996477491136,0.0
TRIP_21210,VLD,MAD,249.16467862660477,363.16467862660477,completed,0,0.0,0.0,0.0,190.0,2,42.46597992832865,8.505720171361915,0.0
TRIP_45778,VIG,ACO,285.25172441964463,363.4541084056776,completed,0,0.0,0.0,0.0,156.40476797206586,20,37.95043620135809,6.660888011218514,0.0
TRIP_18233,COR,MAL,255.00461252379037,366.99757684890534,completed,0,0.0,0.0,0.0,186.65494054185825,15,48.83812565422974,15.02962980911041,0.0
TRIP_44969,ACO,VIG,288.87247306715534,367.0748570531883,completed,0,0.0,0.0,0.0,156.40476797206586,20,43.233645786067235,14.39219787371701,0.0
TRIP_45439,ACO,VIG,292.7469531494017,370.94933713543463,completed,0,0.0,0.0,0.0,156.40476797206586,20,46.52264194719733,15.124259567023813,0.0
TRIP_25165,PAL,STD,253.68592848049792,371.5387575082269,completed,0,0.0,0.0,0.0,196.42138171288164,18,50.23890383626487,13.80344342108021,0.0
TRIP_45117,ACO,VIG,293.80173364285224,372.0041176288852,completed,0,0.0,0.0,0.0,156.40476797206586,20,39.17055152156458,7.887897998209343,0.0
TRIP_45765,VIG,ACO,294.0124260796254,372.21481006565836,completed,0,0.0,0.0,0.0,156.40476797206586,20,45.71792055556598,13.643448819275385,0.0
TRIP_41220,PMP,BIL,264.1700212192047,372.683590146959,completed,0,0.0,0.0,0.0,180.8559482129237,19,41.33276789886868,10.916540143002702,0.0
TRIP_19644,MAD,VLD,259.4400811307086,373.4400811307086,completed,0,0.0,0.0,0.0,190.0,2,44.00081239040448,7.763424114393217,0.0
TRIP_21644,MAD,BUR,249.9933810571865,374.374547247362,completed,1,0.0,3.9009343287303593,14.303425872011317,240.96046372289027,11,54.07844345645998,20.31209168467717,0.0
TRIP_41116,PMP,BIL,266.73153595045466,375.24510487820885,completed,0,0.0,0.0,0.0,180.8559482129237,19,57.136125074400425,30.79687967840471,0.0
TRIP_20678,VLD,MAD,262.66995995170737,376.66995995170737,completed,0,0.0,0.0,0.0,190.0,2,44.089816906239435,11.425881570746945,0.0
TRIP_39117,BIL,PMP,268.5908989483524,377.1044678761066,completed,0,0.0,0.0,0.0,180.8559482129237,19,45.952746350687484,21.001829664373897,0.0
TRIP_22166,BUR,MAD,246.66512208105388,378.0673227203868,completed,1,0.0,10.9219687778878,45.50820324119917,240.96046372289027,11,49.95905450984198,43.4483350366312,0.0
TRIP_18220,COR,MAL,266.4727887979105,378.4657531230254,completed,0,0.0,0.0,0.0,186.65494054185825,15,43.854542518995736,12.68816662830001,0.0
TRIP_19226,MAD,VLD,264.676749691825,378.676749691825,completed,0,0.0,0.0,0.0,190.0,2,34.85852250347382,6.1646936275624995,0.0
TRIP_45467,VIG,ACO,301.93517125841214,380.1375552444451,completed,0,0.0,0.0,0.0,156.40476797206586,20,48.478569268277,15.254882279521738,0.0
TRIP_17954,COR,MAL,268.4609348671579,380.45389919227284,completed,0,0.0,0.0,0.0,186.65494054185825,15,52.36892691163222,18.16660191471488,0.0
TRIP_45974,VIG,ACO,302.7936046995762,380.9959886856091,completed,0,0.0,0.0,0.0,156.40476797206586,20,44.90583051978772,15.488077598903825,0.0
TRIP_45121,ACO,VIG,304.1449192096525,382.34730319568547,completed,0,0.0,0.0,0.0,156.40476797206586,20,59.663469448110455,29.978239016218833,0.0
TRIP_39570,BIL,PMP,273.95461278910244,382.46818171685663,completed,0,0.0,0.0,0.0,180.8559482129237,19,43.556252974658356,15.482086644328302,0.0
