agent_id,station_id,node_id,sim_time_min,wait_time_min,charge_time_min,energy_kwh,soc_before_kwh,soc_after_kwh,price_per_kwh
TRIP_14970,EC_AP-4_05,AP-4_EC05,225.71891058234024,0.0,18.27923842839231,58.77022901390204,17.58977098609796,76.36,0.4
TRIP_21649,EC_AP-1_07,AP-1_EC07,253.48348470123798,0.0,4.441963632499482,18.508181802081175,34.79508145772705,53.303263259808226,0.4
TRIP_28502,EC_AP-2_12,AP-2_EC12,264.5191561682069,0.0,14.356567775499313,31.6405936267027,25.959406373297302,57.6,0.4
TRIP_28298,EC_AP-2_12,AP-2_EC12,280.1428290283053,0.0,19.837064672685067,41.847581560053015,28.22241843994699,70.07000000000001,0.4
TRIP_00131,EC_AP-1_07,AP-1_EC07,282.31521939133097,0.0,9.609156583120757,35.031865089813095,29.09655852082625,64.12842361063935,0.4
TRIP_21644,EC_AP-1_07,AP-1_EC07,284.659006777403,0.0,6.180396825504565,22.66145502685007,34.35524179202575,57.01669681887582,0.4
TRIP_22306,EC_AP-1_08,AP-1_EC08,289.5907934154578,0.0,4.020573193828259,9.046289686113582,34.336098627956765,43.38238831407035,0.4
TRIP_03224,EC_AP-1_14,AP-1_EC14,292.18217110238743,0.0,9.697286459120184,39.54694056926249,25.39024599213492,64.93718656139741,0.4
TRIP_22020,EC_AP-1_07,AP-1_EC07,295.02288618310115,0.0,7.871510480123873,15.743020960247744,29.6337463100361,45.37676727028384,0.4
TRIP_29801,EC_AP-7_03,AP-7_EC03,295.4799792086859,0.0,11.191646711888545,43.918406150033945,24.33159384996605,68.25,0.4
TRIP_21928,EC_AP-1_07,AP-1_EC07,297.8900775876659,0.0,4.640612870163708,18.0210466458024,40.15198645192845,58.17303309773085,0.4
TRIP_08005,EC_AP-2_12,AP-2_EC12,301.44585440367064,0.0,21.962238715255786,47.3166317937109,5.463368206289104,52.78,0.4
TRIP_15741,EC_AP-4_05,AP-4_EC05,303.4591720486504,0.0,16.987923077738742,36.12442160929755,16.655578390702452,52.78,0.4
TRIP_21808,EC_AP-1_07,AP-1_EC07,305.74223980603864,0.0,6.003509901563525,12.00701980312705,37.1597891067819,49.16680890990895,0.4
