scenario,total_trips,completed,stranded,failed_no_route,completion_rate_pct,avg_trip_duration_min,avg_wait_min,avg_charge_min,avg_charge_stops,pct_zero_stops,total_energy_kwh,total_charge_events
baseline,25000,22494,2506,0,90.0,337.5,92.16,38.0,2.18,7.9,1416333.9,50781
