od_pair,total,completed,avg_wait_min,avg_charge_stops,completion_rate_pct
MAL→MUR,712,712,28.306051392385537,1.154494382022472,100.0
MAD→BCN,685,685,0.893794412073829,3.665693430656934,100.0
MUR→MAL,631,617,0.26173354654739994,1.0475435816164818,97.8
BCN→MAD,623,623,1.3520980586212117,3.6131621187800964,100.0
MAD→BIL,501,501,0.0,1.8303393213572854,100.0
SEV→MAD,458,458,0.0,2.7205240174672487,100.0
MAD→SEV,449,449,0.0,2.694877505567929,100.0
BCN→MUR,432,432,0.0,2.988425925925926,100.0
BIL→MAD,421,421,0.0,1.9833729216152018,100.0
MUR→BCN,420,420,0.0,2.992857142857143,100.0
PMP→BIL,344,344,0.0,0.14825581395348839,100.0
SEV→VLD,334,334,2.1153303917476283,2.7245508982035926,100.0
BIL→PMP,333,333,0.0,0.16216216216216217,100.0
VLD→SEV,332,332,3.2975948744799086,2.5783132530120483,100.0
VAL→MAD,279,279,0.0,1.6953405017921146,100.0
MAD→VAL,264,264,0.0,1.6628787878787878,100.0
ALI→MAL,250,250,0.0,0.808,100.0
VLD→MAD,245,232,0.0,0.0,94.7
MAD→VLD,243,228,0.0,0.0,93.8
MAL→ALI,234,234,0.0,0.9871794871794872,100.0
BIL→ZAR,207,207,0.0,1.1932367149758454,100.0
ZAR→BIL,189,189,0.0,1.2063492063492063,100.0
VAL→ZAR,179,179,0.05859567873260301,0.8994413407821229,100.0
ZAR→VAL,162,162,0.034201563409200345,1.0061728395061729,100.0
BUR→MAD,156,156,0.0,1.3782051282051282,100.0
MAD→BUR,130,130,0.0,0.9230769230769231,100.0
VIG→ACO,108,108,0.805093320336131,0.18518518518518517,100.0
ACO→VIG,107,107,14.021577401218439,0.19626168224299065,100.0
PAL→STD,92,92,0.0,0.13043478260869565,100.0
COR→MAL,87,87,0.0,0.16091954022988506,100.0
MAL→COR,79,79,0.0,0.21518987341772153,100.0
STD→PAL,71,71,0.0,0.19718309859154928,100.0
SEV→MUR,65,65,0.07626365364271806,1.5692307692307692,100.0
MUR→SEV,63,61,0.08007335976600326,1.4444444444444444,96.8
ALB→COR,36,36,0.0,0.8611111111111112,100.0
COR→ALB,26,24,0.0,0.6538461538461539,92.3
MAL→GRN,12,12,21.659741122737916,0.16666666666666666,100.0
BAD→SEV,10,10,0.0,0.7,100.0
GRN→MAL,9,9,0.0,0.2222222222222222,100.0
SEV→BAD,7,7,0.0,0.42857142857142855,100.0
AVL→COR,5,5,0.0,1.0,100.0
SEV→HUE,4,4,0.0,0.0,100.0
HUE→SEV,3,3,0.0,0.0,100.0
COR→AVL,3,3,0.0,1.3333333333333333,100.0
