hour,num_sessions,energy_kwh
0,440,9723.1
1,225,5082.3
2,109,2420.4
3,32,776.8
4,15,385.0
5,25,580.7
6,89,2064.1
7,242,6768.6
8,509,13206.6
9,797,20572.0
10,1172,30822.1
11,1371,34561.1
12,1250,31282.7
13,1101,26135.4
14,832,19483.6
15,698,16720.1
16,761,18684.2
17,881,22352.6
18,1101,28097.7
19,1355,34312.9
20,1437,36466.6
21,1412,34746.8
22,1049,24927.2
23,810,19246.0
