location_id,latitude,longitude,route_segment,n_chargers_proposed,grid_status,distributor_network,source,connection_distance_km,available_capacity_mw,is_tent,tent_tier,nearest_substation_id,estimated_demand_kw,fixed_cost_eur,candidate_id
STAV2_0023,38.839523,-6.646957,A-5,4,Congested,Endesa,upgrade,2.697361017468232,0.0,True,none,LOBON,600,50000.0,CAND_01131
STAV2_0024,38.85955,-6.36511,A-66,4,Congested,Endesa,upgrade,1.879616721201165,0.0,True,comprehensive,PARQ_SUR,600,50000.0,CAND_00178
STAV2_0025,41.761143,-1.149449,A-68,5,Congested,Endesa,upgrade,1.2140310195587434,0.0,False,none,FIGUERUELA,750,50000.0,CAND_01087
STAV2_0026,36.21056,-5.39799,A-7S,12,Congested,Endesa,upgrade,0.9196212026382732,0.0,True,comprehensive,EASTMAN,1800,50000.0,CAND_00871
STAV2_0027,36.54043,-4.634351,A-7S,9,Congested,Endesa,upgrade,1.2033818090155028,0.0,True,comprehensive,FUENGIRO,1350,50000.0,CAND_00577
STAV2_0028,36.71674543643848,-3.457990465241936,A-7S,9,Congested,Endesa,high_imd,4.644122515489084,0.0,True,comprehensive,CONJURO,1350,200000.0,CAND_01594
STAV2_0029,36.75928,-2.80678,A-7S,7,Congested,Endesa,upgrade,3.2668833578779153,0.0,True,comprehensive,EJIDO,1050,50000.0,CAND_00869
STAV2_0030,41.52443570939843,-0.393013484562197,AP-2,4,Congested,Endesa,service_area,10.406569380904607,0.0,True,none,PINA,600,200000.0,CAND_00069
STAV2_0031,39.723812169407566,-3.133609309291407,AP-36,2,Moderate,Endesa,service_area,3.155647349751539,4.6,False,none,VINYETA,300,100000.0,CAND_00023
STAV2_0032,36.540028,-6.173239,AP-4,7,Congested,Endesa,upgrade,2.854561695886947,0.0,True,core,PTO_REAL,1050,50000.0,CAND_00310
STAV2_0033,41.834261479935485,-1.323325085083378,AP-68,4,Sufficient,Endesa,service_area,1.1418756722786692,15.79,True,core,LA_LOTETA,600,100000.0,CAND_00032
STAV2_0034,41.134686,1.16877,AP-7N,4,Sufficient,Endesa,upgrade,2.1945956192986205,10.95,True,none,BELLISSENS,600,50000.0,CAND_00378
STAV2_0035,41.32109,1.722205,AP-7N,9,Sufficient,Endesa,upgrade,2.3454889301751933,96.5,True,none,MOJA,1350,50000.0,CAND_00639
STAV2_0036,36.494915,-4.991673,AP-7S,4,Congested,Endesa,upgrade,1.9610935161976901,0.0,True,comprehensive,NUEVANDA,600,50000.0,CAND_00580
STAV2_0037,41.93037756747428,-1.7128209821321643,N-121,2,Congested,Endesa,high_imd,2.9483042659859025,0.0,False,none,NOVALLAS,300,200000.0,CAND_01699
STAV2_0038,41.83176,-1.523313,N-122,4,Congested,Endesa,upgrade,0.7496966046185988,0.0,True,none,BORJA,600,50000.0,CAND_00296
STAV2_0039,41.902141716096416,-1.7272030062651689,N-122A,2,Congested,Endesa,high_imd,0.48090941303691653,0.0,False,none,TARAZONA,300,200000.0,CAND_01715
STAV2_0040,42.10520097280263,0.28836387787915524,N-123,2,Congested,Endesa,high_imd,4.76960579035717,0.0,False,none,ENATE,300,200000.0,CAND_01716
STAV2_0041,42.17685283904802,0.33692805737347703,N-123A,2,Congested,Endesa,high_imd,6.061976666074692,0.0,False,none,PERARRUA,300,300000.0,CAND_01717
STAV2_0042,42.12407849584033,0.4089319414314715,N-123B,2,Congested,Endesa,high_imd,12.440819006144524,0.0,False,none,PERARRUA,300,300000.0,CAND_01718
