od_pair,total,completed,avg_wait_min,avg_charge_stops,completion_rate_pct
SEV→MAD,1366,1366,0.21744246441308088,2.449487554904832,100.0
MAD→SEV,1326,1326,4.684858310932374,3.3559577677224737,100.0
MAD→BIL,1237,804,0.3781478076334304,1.3096200485044462,65.0
BIL→MAD,1181,1181,0.03365563356324518,1.2387806943268416,100.0
MAD→BCN,1130,1072,1.8603642489694696,3.863716814159292,94.9
BCN→MAD,1059,1049,39.601318426186964,3.3399433427762037,99.1
MUR→BCN,987,987,0.026988113198727952,3.291793313069909,100.0
BIL→ZAR,983,983,3.1173573677037156,2.1342828077314344,100.0
BCN→MUR,946,946,5.156115830478882,3.160676532769556,100.0
VLD→MAD,925,887,18.179939598070078,1.2,95.9
ZAR→BIL,906,906,2.216530984119842,1.944812362030905,100.0
MAD→VLD,878,877,0.8226290642947598,1.6469248291571754,99.9
MUR→MAL,856,643,379.19947771047214,1.7406542056074767,75.1
MAL→MUR,801,801,4.306239990479326,2.0923845193508113,100.0
MAD→VAL,762,762,4.945497936620635,3.173228346456693,100.0
VAL→MAD,702,702,2.7298434138797796,3.3034188034188032,100.0
VIG→ACO,574,574,0.701015186838725,0.9372822299651568,100.0
ACO→VIG,504,504,10.119170104517215,0.9781746031746031,100.0
MAL→COR,487,485,35.82180587378284,0.9425051334702259,99.6
PAL→STD,478,478,3.543357751782932,1.0251046025104602,100.0
BIL→PMP,477,477,0.1745598857818394,1.1446540880503144,100.0
STD→PAL,473,473,31.96851124428842,1.3086680761099365,100.0
PMP→BIL,471,470,0.05291167205130752,1.0806794055201698,99.8
COR→MAL,467,416,310.7417886952599,0.7751605995717344,89.1
VLD→SEV,423,419,1.5086552784670295,3.810874704491726,99.1
MAD→BUR,394,394,0.0,0.9238578680203046,100.0
SEV→VLD,383,383,17.49318859726448,3.3211488250652743,100.0
BUR→MAD,368,368,0.0,0.7934782608695652,100.0
MAL→GRN,351,296,190.0386010307329,3.866096866096866,84.3
GRN→MAL,337,307,411.0146800923273,0.7804154302670623,91.1
ZAR→VAL,331,331,5.433040433947652,2.0211480362537766,100.0
VAL→ZAR,330,330,18.040790437096693,1.9727272727272727,100.0
SEV→MUR,298,298,70.98258566081213,3.704697986577181,100.0
MUR→SEV,297,293,4.48990440718565,2.4444444444444446,98.7
MAL→ALI,245,245,0.0,1.8571428571428572,100.0
ALI→MAL,223,167,352.49920141449326,1.7443946188340806,74.9
PMP→ZAR,145,145,2.3757083954875724,3.386206896551724,100.0
BIL→SSB,127,127,0.006725801768557784,0.7322834645669292,100.0
SSB→BIL,122,122,0.0,0.8032786885245902,100.0
ZAR→PMP,119,118,0.009436137552814621,0.957983193277311,99.2
HUE→SEV,102,102,0.0,0.4019607843137255,100.0
SEV→HUE,92,92,1.625431474448236,0.40217391304347827,100.0
ALB→COR,71,71,0.8402687985832229,2.647887323943662,100.0
SEV→BAD,68,68,0.16817633946630442,1.6911764705882353,100.0
BAD→SEV,61,61,0.05099575929534135,1.9344262295081966,100.0
COR→ALB,52,52,0.0,1.2692307692307692,100.0
AVL→COR,46,46,4.564243986979316,1.608695652173913,100.0
COR→AVL,39,39,3.5344895618234293,11.282051282051283,100.0
