agent_id,station_id,node_id,sim_time_min,wait_time_min,charge_time_min,energy_kwh,soc_before_kwh,soc_after_kwh,price_per_kwh
TRIP_00031,STA_A2_CTR,WPT_A2_CTR,359.2703073630188,0.0,10.142861530649096,22.821438443960467,24.448812258593442,47.27025070255391,0.39
TRIP_00044,STA_A2_CTR,WPT_A2_CTR,366.8386288000123,0.0,23.776531541622305,59.44132885405576,12.002694640806517,71.44402349486228,0.39
TRIP_00098,STA_CAS_S,CAS,379.02831741378384,0.0,19.095508708687653,14.606472311003152,25.893527688996848,40.5,0.4
TRIP_00193,STA_TAR_N,TAR,394.548207674846,0.0,5.43739690131446,12.234143027957536,37.86879281876453,50.10293584672207,0.38
TRIP_00061,STA_TAR_N,TAR,401.7535737412677,0.0,16.228048090314413,36.51310820320742,10.554928837081242,47.068037040288665,0.38
TRIP_00170,STA_VAL_N,VAL,403.87092807641477,0.0,14.104358872469936,35.26089718117484,23.605783547496912,58.86668072867175,0.4
TRIP_00194,STA_TAR_N,TAR,406.1885288239681,0.0,15.940223458342523,39.85055864585631,30.308936857830517,70.15949550368683,0.38
TRIP_00179,STA_VAL_N,VAL,411.0228836818888,0.0,21.80204976839058,54.50512442097646,21.336947552708864,75.84207197368532,0.4
TRIP_00064,STA_TAR_N,TAR,413.0249123018118,0.0,7.2840035589650824,18.210008897412706,38.60368188261808,56.81369078003079,0.38
TRIP_00056,STA_BCN_S,BCN,414.6285433157789,0.0,19.1864875261508,47.966218815377,8.405072078064876,56.37129089344187,0.24599999999999997
TRIP_00128,STA_SEV_MAL,WPT_SEV_MAL,426.17033416939415,0.0,22.375206166127004,48.45711709959221,10.04288290040779,58.5,0.38
TRIP_00188,STA_WP_MS,WPT_MAD_SEV,426.2901145677868,0.0,15.27283020270914,32.476771181902016,26.023228818097984,58.5,0.37
TRIP_00023,STA_A2_CTR,WPT_A2_CTR,447.99660914509406,0.0,13.576981987652537,33.94245496913134,37.84875641219188,71.79121138132322,0.39
TRIP_00032,STA_A2_CTR,WPT_A2_CTR,454.50053035635284,0.0,19.94653845245885,49.866346131147125,6.93,56.796346131147125,0.39
TRIP_00031,STA_ZAR_E,ZAR,457.0052656526334,0.0,14.734958289614589,33.15365615163282,14.116594550921086,47.27025070255391,0.22799999999999998
TRIP_00192,STA_TAR_N,TAR,457.165297822184,0.0,13.53459964794572,33.8364991198643,42.368702569676856,76.20520168954116,0.38
TRIP_00184,STA_A4_CTR,WPT_A4_CTR,457.50158816020513,0.0,15.460130857083604,32.89819765424456,25.601802345755438,58.5,0.38
TRIP_00044,STA_MAD_N,MAD,462.1678528875907,0.0,13.3292240875784,33.323060218946,38.12096327591628,71.44402349486228,0.23399999999999999
TRIP_00118,STA_COR_E,COR,462.555682950234,0.0,22.905679484205717,29.23445436603773,11.265545633962269,40.5,0.37
TRIP_00014,STA_TAR_N,TAR,464.1090105879676,0.0,9.523105821306942,19.53989132374707,38.96010867625293,58.5,0.38
TRIP_00043,STA_A2_CTR,WPT_A2_CTR,467.3835288117863,3.144272653926066,19.386919666692226,48.46729916673057,6.93,55.39729916673057,0.39
TRIP_00176,STA_ALI_N,ALI,468.51383048027753,0.0,17.375528677254508,14.47960723104542,40.855194894824194,55.334802125869615,0.42
TRIP_00030,STA_A2_CTR,WPT_A2_CTR,480.156202485306,0.0,11.168330155215882,25.128742849235735,19.56249285222343,44.69123570145916,0.39
TRIP_00155,STA_MAD_N,MAD,485.0919702482303,0.0,18.555919656359908,41.75081922680979,8.24449008804929,49.99530931485908,0.23399999999999999
TRIP_00180,STA_A4_CTR,WPT_A4_CTR,490.052317627267,0.0,14.061657740573644,32.91866048046637,36.381339519533626,69.3,0.38
TRIP_00115,STA_COR_E,COR,491.4158865898774,0.0,20.335470442745724,43.86771172198432,14.632288278015679,58.5,0.37
TRIP_00019,STA_TAR_N,TAR,496.27435029520217,0.0,10.937679185488465,22.722681393155497,35.7773186068445,58.5,0.38
TRIP_00128,STA_SEV_N,SEV,500.880152010344,0.0,9.709817840949814,19.959993367943532,38.54000663205647,58.5,0.38
TRIP_00146,STA_VLD_S,VLD,501.5732183940462,0.0,49.00681699389822,38.9519173873883,19.5480826126117,58.5,0.4
TRIP_00159,STA_MAD_N,MAD,506.3787884409744,0.0,23.21043378245652,30.94724504327536,4.049999999999997,34.997245043275356,0.23399999999999999
TRIP_00001,STA_A2_CTR,WPT_A2_CTR,506.4610793574139,0.0,25.69424064255126,32.952535910498455,7.5474640895015455,40.5,0.39
TRIP_00173,STA_VAL_N,VAL,509.7241136484988,0.0,16.401366984595153,41.003417461487885,12.113048660036586,53.11646612152447,0.4
TRIP_00163,STA_ALI_N,ALI,514.1107649724163,0.0,50.523345174173194,42.10278764514433,11.151255039118304,53.254042684262636,0.42
TRIP_00185,STA_A4_CTR,WPT_A4_CTR,514.1350001198946,0.0,17.460610310522625,43.65152577630656,35.46768846982871,79.11921424613527,0.38
TRIP_00193,STA_ZAR_E,ZAR,514.628330881383,0.0,15.08012320653702,33.9302772147083,16.17265863201377,50.10293584672207,0.22799999999999998
TRIP_00134,STA_SEV_MAL,WPT_SEV_MAL,516.4903081832549,0.0,11.84485076894244,26.650914230120488,18.13697914638691,44.7878933765074,0.38
TRIP_00060,STA_TAR_N,TAR,521.022245190446,0.0,4.144501407006633,9.325128165764923,37.866025764892875,47.1911539306578,0.38
TRIP_00061,STA_ZAR_E,ZAR,523.1165538612458,0.0,16.362980119978204,36.81670526995096,10.251331770337707,47.068037040288665,0.22799999999999998
TRIP_00046,STA_A2_CTR,WPT_A2_CTR,525.2333472836652,0.0,19.14115755786977,47.85289389467443,6.93,54.78289389467443,0.39
TRIP_00194,STA_ZAR_E,ZAR,525.6228971287718,0.0,14.434368304803652,36.08592076200913,34.073574741677696,70.15949550368683,0.22799999999999998
TRIP_00160,STA_ALI_N,ALI,526.6306848462875,0.0,54.22379444058768,45.186495367156404,6.93,52.1164953671564,0.42
TRIP_00034,STA_A2_CTR,WPT_A2_CTR,528.622952824615,0.0,19.948319835562668,49.87079958890667,6.93,56.80079958890667,0.39
TRIP_00064,STA_ZAR_E,ZAR,530.8623527140285,0.0,12.837440412216626,32.09360103054156,24.720089749489226,56.81369078003079,0.22799999999999998
TRIP_00027,STA_ZAR_E,ZAR,532.8597895172176,0.0,23.44273892719037,58.60684731797592,9.00911985666228,67.6159671746382,0.22799999999999998
TRIP_00188,STA_A4_CTR,WPT_A4_CTR,534.2877170401669,0.0,9.997602472380054,22.49460556285512,24.498110739304522,46.99271630215964,0.38
TRIP_00025,STA_A2_CTR,WPT_A2_CTR,535.8537191072991,3.511878639804877,10.62037182363386,23.895836603176186,24.82092539466244,48.716761997838624,0.39
TRIP_00009,STA_TAR_N,TAR,544.1564059313295,0.0,12.496758697341043,29.00641287238487,40.293587127615126,69.3,0.38
TRIP_00023,STA_ZAR_E,ZAR,545.8905547973649,0.0,14.893945652270835,37.23486413067709,34.556347250646134,71.79121138132322,0.22799999999999998
TRIP_00098,STA_BCN_S,BCN,548.8835345160196,0.0,24.855217102235763,33.14028946964768,0.0,33.14028946964768,0.24599999999999997
TRIP_00032,STA_ZAR_E,ZAR,549.0302036628665,0.0,11.529673306513715,28.824183266284287,27.972162864862838,56.796346131147125,0.22799999999999998
TRIP_00079,STA_A3_VAL,WPT_MAD_VAL,551.6093421968302,0.0,20.58246575348778,51.456164383719454,8.48399428138864,59.94015866510809,0.39
TRIP_00166,STA_ALI_N,ALI,552.0308846740023,0.5803266613578444,37.92011970158602,31.600099751321682,27.622282904128017,59.2223826554497,0.42
